Name chr start end width strand leno
30872 ENSG00000232748.3 chr16 31056460 31062803 6344 + 6344
12060 ENSG00000167394.12 chr16 31063813 31074320 10508 - 10508
12061 ENSG00000167395.10 chr16 31074422 31084118 9697 + 9697
9330 ENSG00000151006.7 chr16 31084197 31088963 4767 - 4767
12062 ENSG00000167397.14 chr16 31090842 31095980 5139 - 5139
54995 ENSG00000280160.1 chr16 31093727 31095388 1662 + 1662
2824 ENSG00000103507.13 chr16 31106107 31112791 6685 + 6685
2825 ENSG00000103510.19 chr16 31115754 31131393 15640 + 15640
46647 ENSG00000262766.1 chr16 31118078 31118747 670 + 670
53642 ENSG00000278133.1 chr16 31122235 31124064 1830 + 1830
698 ENSG00000052344.15 chr16 31131605 31135762 4158 - 4158
14423 ENSG00000178226.10 chr16 31138925 31150094 11170 - 11170
1833 ENSG00000089280.18 chr16 31180110 31194871 14762 + 14762
45383 ENSG00000260304.1 chr16 31182511 31183285 775 - 775
45214 ENSG00000260060.1 chr16 31196131 31196963 833 + 833
2819 ENSG00000103490.13 chr16 31201485 31202459 975 - 975
46116 ENSG00000261359.2 chr16 31201885 31203452 1568 + 1568
12671 ENSG00000169896.16 chr16 31259990 31332892 72903 + 72903
7988 ENSG00000140678.16 chr16 31355134 31382997 27864 + 27864
46036 ENSG00000261245.2 chr16 31361278 31361695 418 - 418
10011 ENSG00000156886.11 chr16 31393312 31426505 33194 + 33194
10010 ENSG00000156885.5 chr16 31427731 31428151 421 - 421
46201 ENSG00000261474.1 chr16 31449535 31453493 3959 - 3959
45357 ENSG00000260267.1 chr16 31456711 31458823 2113 - 2113
7991 ENSG00000140691.16 chr16 31459737 31467166 7430 + 7430
7989 ENSG00000140682.18 chr16 31472109 31477960 5852 + 5852
7987 ENSG00000140675.12 chr16 31483002 31489338 6337 + 6337
7990 ENSG00000140688.16 chr16 31489471 31509309 19839 - 19839
12665 ENSG00000169877.9 chr16 31527864 31528803 940 + 940
6488 ENSG00000131797.12 chr16 31700590 31711986 11397 + 11397
17349 ENSG00000197302.10 chr16 31713229 31794869 81641 + 81641
16086 ENSG00000185947.14 chr16 31873758 31917357 43600 + 43600
12993 ENSG00000171241.8 chr16 46580554 46621626 41073 - 41073
46223 ENSG00000261512.2 chr16 46622861 46624451 1591 - 1591
45073 ENSG00000259856.1 chr16 46626404 46626992 589 - 589
1069 ENSG00000069329.16 chr16 46656132 46689194 33063 - 33063
1937 ENSG00000091651.8 chr16 46689643 46698394 8752 + 8752
7998 ENSG00000140795.12 chr16 46703369 46763246 59878 - 59878
9841 ENSG00000155330.9 chr16 46796607 46831411 34805 - 34805
11733 ENSG00000166123.13 chr16 46884378 46931297 46920 + 46920
1070 ENSG00000069345.11 chr16 46955362 46973788 18427 - 18427
12983 ENSG00000171208.9 chr16 47077703 47143997 66295 - 66295
6152 ENSG00000129636.12 chr16 47154387 47464149 309763 - 309763
2715 ENSG00000102893.15 chr16 47461275 47701523 240249 + 240249
5136 ENSG00000121270.15 chr16 48166910 48247568 80659 - 80659
2722 ENSG00000102910.13 chr16 48244296 48357349 113054 + 113054
54920 ENSG00000280067.1 chr16 48343755 48346058 2304 - 2304
17095 ENSG00000196470.11 chr16 48360531 48448402 87872 - 87872
2723 ENSG00000102921.7 chr16 48538726 48610209 71484 - 71484
46050 ENSG00000261267.1 chr16 48559661 48587403 27743 + 27743
45232 ENSG00000260086.2 chr16 48623436 48744921 121486 + 121486
20124 ENSG00000205423.11 chr16 50024410 50037088 12679 + 12679
9847 ENSG00000155393.12 chr16 50065941 50106387 40447 + 40447
5137 ENSG00000121274.12 chr16 50152918 50235310 82393 + 82393
5138 ENSG00000121281.12 chr16 50246137 50313036 66900 + 66900
11749 ENSG00000166164.15 chr16 50313487 50368934 55448 - 55448
8000 ENSG00000140807.6 chr16 50548330 50649249 100920 + 100920
45341 ENSG00000260249.2 chr16 50666211 50671624 5414 + 5414
12023 ENSG00000167208.14 chr16 50671640 50681353 9714 - 9714
12022 ENSG00000167207.11 chr16 50693603 50733077 39475 + 39475
49670 ENSG00000270120.1 chr16 50712844 50713589 746 + 746
46316 ENSG00000261644.2 chr16 50727417 50742759 15343 - 15343
1604 ENSG00000083799.17 chr16 50742050 50801935 59886 + 59886
25312 ENSG00000224578.4 chr16 51645756 51647132 1377 + 1377
31966 ENSG00000234337.4 chr16 52655307 52656045 739 + 739
14214 ENSG00000177200.16 chr16 53055033 53329150 274118 + 274118
45143 ENSG00000259962.1 chr16 53362019 53363678 1660 - 1660
45227 ENSG00000260078.3 chr16 53364982 53373083 8102 - 8102
46425 ENSG00000261804.1 chr16 53373493 53384745 11253 + 11253
46643 ENSG00000262714.1 chr16 53386944 53389085 2142 + 2142
54679 ENSG00000279741.1 chr16 53389886 53390563 678 + 678
54890 ENSG00000280027.1 chr16 53391089 53392473 1385 + 1385
2816 ENSG00000103479.15 chr16 53433977 53491039 57063 + 57063
54358 ENSG00000279344.1 chr16 53478957 53481550 2594 - 2594
54664 ENSG00000279722.1 chr16 53487607 53489943 2337 - 2337
11968 ENSG00000166971.16 chr16 53491650 53504411 12762 - 12762
2820 ENSG00000103494.12 chr16 53597683 53703938 106256 - 106256
7993 ENSG00000140718.20 chr16 53701692 54158512 456821 + 456821
1730 ENSG00000087245.12 chr16 55389700 55506691 116992 + 116992
45265 ENSG00000260135.6 chr16 55426797 55462297 35501 - 35501
1732 ENSG00000087253.12 chr16 55508998 55586670 77673 + 77673
46480 ENSG00000261997.1 chr16 55538200 55541837 3638 + 3638
28121 ENSG00000228695.10 chr16 55760566 55793960 33395 + 33395
17875 ENSG00000198848.12 chr16 55802851 55833337 30487 - 30487
1733 ENSG00000087258.14 chr16 56191347 56357457 166111 + 166111
10333 ENSG00000159461.14 chr16 56361452 56425538 64087 - 64087
11976 ENSG00000167005.13 chr16 56429133 56452199 23067 - 23067
1734 ENSG00000087263.16 chr16 56451490 56479100 27611 + 27611
5603 ENSG00000125124.11 chr16 56466836 56520283 53448 - 53448
1731 ENSG00000087250.8 chr16 56589074 56591088 2015 + 2015
5605 ENSG00000125148.6 chr16 56608199 56609497 1299 + 1299
45549 ENSG00000260549.1 chr16 56617476 56618818 1343 + 1343
12629 ENSG00000169715.14 chr16 56625475 56627112 1638 + 1638
20116 ENSG00000205364.3 chr16 56632233 56633986 1754 + 1754
17703 ENSG00000198417.6 chr16 56657694 56660698 3005 + 3005
5604 ENSG00000125144.13 chr16 56666731 56668065 1335 - 1335
16400 ENSG00000187193.8 chr16 56682424 56684196 1773 + 1773
2718 ENSG00000102900.12 chr16 56730105 56850286 120182 + 120182
688 ENSG00000051108.14 chr16 56932048 56944863 12816 + 12816
46053 ENSG00000261270.1 chr16 56940278 56941027 750 + 750
45941 ENSG00000261114.1 chr16 56941343 56941726 384 + 384
1729 ENSG00000087237.10 chr16 56961850 56983845 21996 + 21996
8008 ENSG00000140853.15 chr16 56989485 57083531 94047 + 94047
45272 ENSG00000260145.1 chr16 57052505 57058497 5993 - 5993
8007 ENSG00000140848.16 chr16 57092537 57148367 55831 + 55831
54102 ENSG00000279019.1 chr16 57140896 57142651 1756 - 1756
54729 ENSG00000279803.1 chr16 57144587 57144936 350 + 350
13351 ENSG00000172775.16 chr16 57152466 57186116 33651 - 33651
10340 ENSG00000159579.13 chr16 57186137 57240475 54339 + 54339
2725 ENSG00000102931.7 chr16 57245098 57248643 3546 + 3546
2726 ENSG00000102934.9 chr16 57249039 57284687 35649 - 35649
130 ENSG00000006210.6 chr16 57372458 57385048 12591 + 12591
88 ENSG00000005194.14 chr16 57428169 57447436 19268 - 19268
1779 ENSG00000088682.13 chr16 57447529 57461275 13747 + 13747
2733 ENSG00000102978.12 chr16 57462387 57471921 9535 + 9535
5608 ENSG00000125170.10 chr16 57472011 57487327 15317 - 15317
7125 ENSG00000135736.5 chr16 57512178 57536599 24422 - 24422
10345 ENSG00000159618.15 chr16 57542421 57591681 49261 + 49261
45742 ENSG00000260828.1 chr16 57603137 57603697 561 + 561
20106 ENSG00000205336.11 chr16 57610652 57665580 54929 + 54929
15320 ENSG00000182885.16 chr16 57668187 57689378 21192 + 21192
45497 ENSG00000260467.1 chr16 57681124 57701730 20607 - 20607
10346 ENSG00000159625.14 chr16 57694793 57731805 37013 + 37013
8009 ENSG00000140854.12 chr16 57735730 57757250 21521 + 21521
8010 ENSG00000140859.15 chr16 57758217 57863053 104837 - 104837
1123 ENSG00000070729.13 chr16 57882340 57971116 88777 - 88777
11759 ENSG00000166188.2 chr16 57994668 58000453 5786 - 5786
2737 ENSG00000103005.11 chr16 58001373 58021618 20246 + 20246
2736 ENSG00000102996.4 chr16 58025566 58046901 21336 + 21336
1128 ENSG00000070761.7 chr16 58113588 58129450 15863 - 15863
1129 ENSG00000070770.8 chr16 58157907 58197920 40014 - 40014
15101 ENSG00000181938.13 chr16 58295080 58406144 111065 + 111065
2742 ENSG00000103034.14 chr16 58462846 58513628 50783 + 50783
2744 ENSG00000103037.11 chr16 58515479 58521181 5703 + 5703
5601 ENSG00000125107.17 chr16 58521183 58629886 108704 - 108704
52796 ENSG00000276259.1 chr16 58522970 58523842 873 + 873
2745 ENSG00000103042.8 chr16 58665109 58685104 19996 - 19996
5607 ENSG00000125166.12 chr16 58707131 58734357 27227 - 27227
25354 ENSG00000224631.4 chr16 61055399 61055964 566 - 566
14704 ENSG00000179776.17 chr16 66366622 66404786 38165 + 38165
37304 ENSG00000246898.1 chr16 66408524 66412135 3612 + 3612
11860 ENSG00000166546.13 chr16 66427297 66493529 66233 + 66233
46328 ENSG00000261656.5 chr16 66469866 66479131 9266 - 9266
11861 ENSG00000166548.15 chr16 66508003 66552544 44542 - 44542
23347 ENSG00000217555.12 chr16 66552563 66566251 13689 + 13689
53567 ENSG00000277978.1 chr16 66565620 66565885 266 - 266
1841 ENSG00000089505.17 chr16 66566393 66579137 12745 + 12745
8015 ENSG00000140932.9 chr16 66579448 66588275 8828 + 8828
8014 ENSG00000140931.19 chr16 66603874 66613892 10019 + 10019
15534 ENSG00000183723.12 chr16 66614750 66696707 81958 - 81958
7122 ENSG00000135720.12 chr16 66720893 66751751 30859 - 30859
45495 ENSG00000260465.1 chr16 66731090 66731785 696 + 696
10343 ENSG00000159593.14 chr16 66802875 66873256 70382 - 70382
13368 ENSG00000172840.6 chr16 66878589 66895754 17166 + 17166
11872 ENSG00000166592.11 chr16 66921679 66925644 3966 - 3966
11873 ENSG00000166595.11 chr16 66932055 66934400 2346 - 2346
13367 ENSG00000172831.11 chr16 66934444 66944659 10216 + 10216
13364 ENSG00000172824.14 chr16 66988589 67009758 21170 + 21170
55128 ENSG00000280334.1 chr16 67006672 67008973 2302 - 2302
1024 ENSG00000067955.13 chr16 67029116 67101058 71943 + 71943
5606 ENSG00000125149.11 chr16 67109958 67148104 38147 + 38147
33886 ENSG00000237172.3 chr16 67148540 67151214 2675 - 2675
2708 ENSG00000102871.15 chr16 67154180 67160298 6119 - 6119
7123 ENSG00000135722.8 chr16 67161120 67164570 3451 + 3451
2709 ENSG00000102878.16 chr16 67164743 67169945 5203 + 5203
8017 ENSG00000140939.14 chr16 67170154 67175601 5448 + 5448
16963 ENSG00000196123.12 chr16 67175736 67184040 8305 - 8305
14570 ENSG00000179044.15 chr16 67184366 67190204 5839 - 5839
20081 ENSG00000205250.8 chr16 67192169 67198918 6750 + 6750
2713 ENSG00000102890.14 chr16 67199111 67204029 4919 + 4919
5602 ENSG00000125122.15 chr16 67207139 67227048 19910 - 19910
12388 ENSG00000168701.18 chr16 67227113 67229278 2166 + 2166
7124 ENSG00000135723.13 chr16 67229389 67247658 18270 - 18270
7126 ENSG00000135740.16 chr16 67246915 67272190 25276 + 25276
16975 ENSG00000196155.12 chr16 67277510 67289432 11923 + 11923
10356 ENSG00000159713.10 chr16 67389809 67393535 3727 - 3727
10357 ENSG00000159714.10 chr16 67394419 67416474 22056 - 22056
10358 ENSG00000159720.11 chr16 67438019 67481237 43219 - 43219
49632 ENSG00000270049.2 chr16 67481314 67505063 23750 + 23750
558 ENSG00000039523.19 chr16 67518418 67546788 28371 + 28371
55040 ENSG00000280214.1 chr16 67550815 67552935 2121 - 2121
2731 ENSG00000102974.14 chr16 67562407 67639183 76777 + 76777
34275 ENSG00000237718.2 chr16 67614381 67616146 1766 - 1766
10361 ENSG00000159753.13 chr16 67644919 67657511 12593 + 12593
2732 ENSG00000102977.13 chr16 67657570 67660815 3246 - 3246
2734 ENSG00000102981.9 chr16 67660946 67662778 1833 + 1833
5435 ENSG00000124074.11 chr16 67662945 67666764 3820 - 3820
10362 ENSG00000159761.14 chr16 67666816 67668758 1943 + 1943
8049 ENSG00000141098.12 chr16 67674531 67719421 44891 - 44891
8046 ENSG00000141084.10 chr16 67723066 67806652 83587 - 83587
2720 ENSG00000102904.14 chr16 67806765 67832148 25384 + 25384
2719 ENSG00000102901.12 chr16 67828157 67847811 19655 - 19655
12296 ENSG00000168286.2 chr16 67842082 67844195 2114 + 2114
2717 ENSG00000102898.11 chr16 67846732 67872567 25836 + 25836
549 ENSG00000038358.14 chr16 67873023 67884503 11481 + 11481
16588 ENSG00000188038.7 chr16 67884805 67888855 4051 + 4051
10366 ENSG00000159792.9 chr16 67893272 67929491 36220 + 36220
8047 ENSG00000141086.17 chr16 67929679 67932414 2736 - 2736
20076 ENSG00000205220.11 chr16 67934502 67937087 2586 - 2586
22214 ENSG00000213398.7 chr16 67939750 67943473 3724 - 3724
5434 ENSG00000124067.16 chr16 67943626 67969601 25976 - 25976
8048 ENSG00000141096.4 chr16 67975663 67980829 5167 - 5167
12031 ENSG00000167261.13 chr16 67987394 68000586 13193 - 13193
12032 ENSG00000167264.17 chr16 67987761 68079320 91560 + 91560
15304 ENSG00000182810.6 chr16 68021274 68022955 1682 - 1682
1200 ENSG00000072736.18 chr16 68084751 68221284 136534 + 136534
46756 ENSG00000263276.1 chr16 68224713 68225968 1256 + 1256
2754 ENSG00000103067.13 chr16 68229260 68238102 8843 - 8843
2753 ENSG00000103066.12 chr16 68245304 68261062 15759 + 15759
2752 ENSG00000103064.13 chr16 68264516 68301823 37308 + 37308
2751 ENSG00000103061.12 chr16 68284503 68310945 26443 - 26443
54598 ENSG00000279649.1 chr16 68290087 68292790 2704 - 2704
6606 ENSG00000132600.16 chr16 68310974 68358324 47351 + 47351
2750 ENSG00000103056.11 chr16 68358554 68448688 90135 - 90135
15819 ENSG00000184939.15 chr16 68530090 68576072 45983 + 45983
554 ENSG00000039068.18 chr16 68737225 68835548 98324 + 98324
2748 ENSG00000103047.7 chr16 68843606 69085180 241575 + 241575
2747 ENSG00000103044.10 chr16 69105564 69117668 12105 + 12105
12410 ENSG00000168802.12 chr16 69118010 69132514 14505 - 14505
8045 ENSG00000141076.17 chr16 69131291 69231130 99840 + 99840
12413 ENSG00000168807.16 chr16 69187129 69309052 121924 + 121924
6609 ENSG00000132612.15 chr16 69311356 69326939 15584 + 15584
22204 ENSG00000213380.14 chr16 69320140 69339429 19290 - 19290
43939 ENSG00000258429.1 chr16 69328621 69330595 1975 - 1975
6607 ENSG00000132603.13 chr16 69339584 69343111 3528 + 3528
10062 ENSG00000157315.4 chr16 69343248 69351809 8562 - 8562
6608 ENSG00000132604.10 chr16 69355561 69408571 53011 - 53011
2738 ENSG00000103018.16 chr16 69424525 69466266 41742 + 41742
2721 ENSG00000102908.20 chr16 69565094 69704666 139573 + 139573
14949 ENSG00000181019.12 chr16 69706996 69726951 19956 - 19956
8050 ENSG00000141101.12 chr16 69741867 69754940 13074 - 13074
17690 ENSG00000198373.12 chr16 69762306 69941741 179436 + 179436
10063 ENSG00000157322.17 chr16 69950705 69964347 13643 + 13643
26443 ENSG00000226232.8 chr16 69976388 69996188 19801 - 19801
42355 ENSG00000255185.5 chr16 70010751 70065945 55195 - 55195
1896 ENSG00000090857.13 chr16 70113626 70162537 48912 + 48912
46253 ENSG00000261556.9 chr16 70219574 70246610 27037 - 27037
24572 ENSG00000223496.2 chr16 70246778 70251930 5153 - 5153
1897 ENSG00000090861.15 chr16 70252295 70289543 37249 - 37249
10068 ENSG00000157349.16 chr16 70289663 70335283 45621 + 45621
12424 ENSG00000168872.16 chr16 70346829 70373383 26555 + 26555
10069 ENSG00000157350.12 chr16 70375978 70439237 63260 - 63260
10070 ENSG00000157353.16 chr16 70454421 70480274 25854 + 25854
2749 ENSG00000103051.18 chr16 70480568 70523565 42998 - 42998
16855 ENSG00000189091.12 chr16 70523788 70577670 53883 + 53883
6610 ENSG00000132613.14 chr16 70661204 70686066 24863 - 24863
2746 ENSG00000103043.14 chr16 70687439 70801161 113723 - 113723
54412 ENSG00000279412.1 chr16 70713987 70716890 2904 + 2904
22671 ENSG00000214353.7 chr16 70755098 70773251 18154 + 18154
14926 ENSG00000180917.17 chr16 71281389 71289715 8327 - 8327
12053 ENSG00000167377.17 chr16 71447597 71463095 15499 - 15499
10078 ENSG00000157429.15 chr16 71465942 71565089 99148 - 99148
17774 ENSG00000198650.10 chr16 71565660 71577130 11471 - 11471
564 ENSG00000040199.18 chr16 71644751 71724701 79951 - 79951
11896 ENSG00000166747.12 chr16 71729000 71809201 80202 - 80202
55614 ENSG00000283057.1 chr16 71777603 71777834 232 - 232
25238 ENSG00000224470.7 chr16 71845991 71883210 37220 + 37220
2735 ENSG00000102984.14 chr16 71861776 71895248 33473 - 33473
15144 ENSG00000182149.20 chr16 71885233 71931199 45967 + 45967
53332 ENSG00000277481.1 chr16 71933420 71999978 66559 - 66559
2729 ENSG00000102967.11 chr16 72008588 72027664 19077 + 19077
8002 ENSG00000140830.8 chr16 72044289 72094396 50108 - 50108
43239 ENSG00000257017.8 chr16 72054592 72061055 6464 + 6464
8001 ENSG00000140829.11 chr16 72093870 72112912 19043 + 19043
4818 ENSG00000118557.15 chr16 72112157 72176878 64722 - 64722
45011 ENSG00000259768.5 chr16 72665170 72791624 126455 + 126455
8005 ENSG00000140836.14 chr16 72782885 73059698 276814 - 276814
2743 ENSG00000103035.10 chr16 74296775 74305738 8964 + 8964
45151 ENSG00000259972.2 chr16 74305127 74335346 30220 - 30220
22663 ENSG00000214331.8 chr16 74332614 74360859 28246 - 28246
17082 ENSG00000196436.8 chr16 74377878 74392080 14203 + 14203
8006 ENSG00000140839.11 chr16 74408270 74421953 13684 - 13684
1898 ENSG00000090863.11 chr16 74447427 74607144 159718 - 159718
21054 ENSG00000207525.1 chr16 74463888 74463988 101 - 101
12326 ENSG00000168411.13 chr16 74621394 74666881 45488 - 45488
12324 ENSG00000168404.12 chr16 74671855 74700960 29106 - 29106
2756 ENSG00000103091.14 chr16 74871367 75000173 128807 - 128807
16156 ENSG00000186187.11 chr16 74999030 75110994 111965 + 111965
11913 ENSG00000166816.13 chr16 75111860 75116771 4912 - 4912
15728 ENSG00000184517.11 chr16 75148492 75172236 23745 + 23745
12445 ENSG00000168928.12 chr16 75204096 75207185 3090 - 3090
12444 ENSG00000168925.10 chr16 75219000 75224924 5925 + 5925
686 ENSG00000050820.16 chr16 75228198 75268053 39856 - 39856
9653 ENSG00000153774.8 chr16 75293698 75433485 139788 - 139788
11916 ENSG00000166822.12 chr16 75443054 75465497 22444 - 22444
20046 ENSG00000205084.10 chr16 75536744 75556286 19543 - 19543
514 ENSG00000034713.7 chr16 75566351 75577881 11531 + 11531
52895 ENSG00000276523.1 chr16 75572185 75572685 501 - 501
927 ENSG00000065457.10 chr16 75596981 75623300 26320 - 26320
926 ENSG00000065427.14 chr16 75627474 75647679 20206 - 20206
11926 ENSG00000166848.5 chr16 75647786 75761872 114087 + 114087
2757 ENSG00000103111.14 chr16 77190835 77202405 11571 + 11571
20045 ENSG00000205078.5 chr16 77206441 77213005 6565 + 6565
8012 ENSG00000140876.11 chr16 77722492 77742260 19769 + 19769
16148 ENSG00000186153.16 chr16 78099413 79212667 1113255 + 1113255
52690 ENSG00000276007.1 chr16 78123243 78124332 1090 + 1090
14478 ENSG00000178573.6 chr16 79585843 79600714 14872 - 14872
11831 ENSG00000166446.14 chr16 80597906 80804329 206424 - 206424
2758 ENSG00000103121.8 chr16 80966448 81001334 34887 - 34887
11834 ENSG00000166451.13 chr16 81006498 81033114 26617 + 26617
45907 ENSG00000261061.1 chr16 81030770 81031485 716 + 716
11836 ENSG00000166454.9 chr16 81035847 81047358 11512 + 11512
8013 ENSG00000140905.10 chr16 81081938 81096425 14488 - 14488
46288 ENSG00000261609.5 chr16 81314952 81390884 75933 + 75933
9660 ENSG00000153815.16 chr16 81445170 81711762 266593 + 266593
45327 ENSG00000260229.1 chr16 81476023 81476519 497 - 497
54755 ENSG00000279841.1 chr16 81630193 81632038 1846 + 1846
46015 ENSG00000261218.5 chr16 81738248 81767868 29621 + 29621
17555 ENSG00000197943.9 chr16 81779258 81962693 183436 + 183436
15799 ENSG00000184860.9 chr16 81989017 82011488 22472 - 22472
7119 ENSG00000135698.9 chr16 82147798 82170226 22429 - 22429
8020 ENSG00000140945.16 chr16 82626803 83800640 1173838 + 1173838
45326 ENSG00000260228.5 chr16 83789967 83807834 17868 - 17868
29688 ENSG00000230989.6 chr16 83807843 83819737 11895 + 11895
2762 ENSG00000103150.5 chr16 83899126 83927026 27901 + 27901
8024 ENSG00000140961.12 chr16 83949115 83966332 17218 + 17218
2764 ENSG00000103154.9 chr16 83968632 84002776 34145 + 34145
8019 ENSG00000140943.16 chr16 84053766 84116906 63141 - 63141
52083 ENSG00000274677.1 chr16 84085979 84086590 612 - 612
2765 ENSG00000103160.11 chr16 84122281 84145188 22908 - 22908
9696 ENSG00000154099.17 chr16 84145310 84177846 32537 + 32537
2766 ENSG00000103168.16 chr16 84177919 84187070 9152 - 9152
2768 ENSG00000103175.10 chr16 84294646 84329851 35206 + 35206
878 ENSG00000064270.12 chr16 84368527 84464187 95661 + 95661
46065 ENSG00000261286.1 chr16 84459259 84467361 8103 - 8103
8022 ENSG00000140950.15 chr16 84476421 84554033 77613 - 77613
2770 ENSG00000103187.7 chr16 84565594 84618077 52484 - 52484
46199 ENSG00000261471.1 chr16 84594393 84596826 2434 + 2434
7117 ENSG00000135686.12 chr16 84648525 84662314 13790 + 13790
2771 ENSG00000103194.15 chr16 84699978 84779922 79945 + 79945
2772 ENSG00000103196.11 chr16 84819984 84920768 100785 + 100785
9655 ENSG00000153786.12 chr16 84974181 85011535 37355 - 37355
7121 ENSG00000135709.12 chr16 85027751 85094230 66480 + 66480
6399 ENSG00000131149.18 chr16 85169525 85676197 506673 + 506673
6400 ENSG00000131153.8 chr16 85676205 85690073 13869 - 13869
9697 ENSG00000154102.10 chr16 85690084 85751129 61046 - 61046
6398 ENSG00000131148.8 chr16 85771758 85799608 27851 - 27851
6397 ENSG00000131143.8 chr16 85798633 85807044 8412 + 8412
8025 ENSG00000140968.10 chr16 85898803 85922609 23807 + 23807
49238 ENSG00000268804.1 chr16 85935281 85936223 943 - 943
2782 ENSG00000103248.18 chr16 86530176 86555235 25060 - 25060
45488 ENSG00000260456.6 chr16 87083562 87317420 233859 - 233859
2788 ENSG00000103264.17 chr16 87327427 87389760 62334 - 62334
8018 ENSG00000140941.12 chr16 87383995 87404779 20785 + 20785
46276 ENSG00000261592.1 chr16 87396704 87400295 3592 - 3592
8021 ENSG00000140948.11 chr16 87406246 87492045 85800 - 85800
52821 ENSG00000276337.1 chr16 87470370 87474370 4001 - 4001
26410 ENSG00000226180.3 chr16 87693537 87696147 2611 - 2611
2949 ENSG00000104731.13 chr16 87696485 87765992 69508 - 69508
2786 ENSG00000103257.8 chr16 87830023 87869488 39466 - 39466
13304 ENSG00000172530.20 chr16 87949244 88077318 128075 + 128075
26018 ENSG00000225614.2 chr16 88427471 88440757 13287 + 13287
14675 ENSG00000179588.8 chr16 88453317 88537016 83700 + 83700
46384 ENSG00000261744.1 chr16 88512960 88531053 18094 - 18094
10211 ENSG00000158545.15 chr16 88570381 88631966 61586 + 61586
693 ENSG00000051523.10 chr16 88643283 88651152 7870 - 7870
12077 ENSG00000167508.11 chr16 88651935 88663161 11227 - 11227
45610 ENSG00000260630.6 chr16 88663298 88687186 23889 + 23889
16011 ENSG00000185669.5 chr16 88677682 88681714 4033 - 4033
10231 ENSG00000158717.10 chr16 88696495 88706421 9927 - 9927
13622 ENSG00000174177.12 chr16 88706463 88715342 8880 + 8880
53727 ENSG00000278341.1 chr16 88708956 88710437 1482 - 1482
2798 ENSG00000103335.21 chr16 88715387 88785211 69825 - 69825
45256 ENSG00000260121.1 chr16 88718615 88720384 1770 + 1770
25530 ENSG00000224888.4 chr16 88731180 88741425 10246 + 10246
12078 ENSG00000167513.8 chr16 88803213 88809258 6046 + 6046
17923 ENSG00000198931.10 chr16 88809339 88811944 2606 - 2606
8035 ENSG00000141012.12 chr16 88813734 88856970 43237 - 43237
12079 ENSG00000167515.10 chr16 88857086 88862686 5601 + 5601
6185 ENSG00000129993.14 chr16 88874858 88977204 102347 - 102347
45091 ENSG00000259881.1 chr16 88881149 88887136 5988 + 5988
46020 ENSG00000261226.1 chr16 88936779 88939651 2873 - 2873
20029 ENSG00000205018.2 chr16 88939789 88951524 11736 + 11736
14100 ENSG00000176715.15 chr16 89088375 89155846 67472 + 67472
46247 ENSG00000261546.1 chr16 89113175 89115279 2105 - 2105
14830 ENSG00000180422.3 chr16 89159146 89164245 5100 + 5100
45036 ENSG00000259803.6 chr16 89195761 89201664 5904 - 5904
45089 ENSG00000259877.2 chr16 89215211 89217653 2443 - 2443
12718 ENSG00000170100.13 chr16 89217703 89237071 19369 + 19369
12080 ENSG00000167522.14 chr16 89267627 89490561 222935 - 222935
49081 ENSG00000268218.1 chr16 89269939 89273044 3106 + 3106
45366 ENSG00000260279.2 chr16 89297508 89298317 810 + 810
46042 ENSG00000261253.2 chr16 89321133 89325110 3978 + 3978
17543 ENSG00000197912.14 chr16 89490917 89557768 66852 + 66852
45945 ENSG00000261118.1 chr16 89492017 89504460 12444 - 12444
52060 ENSG00000274627.1 chr16 89516797 89522217 5421 + 5421
12084 ENSG00000167526.13 chr16 89560657 89566828 6172 + 6172
18383 ENSG00000200084.1 chr16 89561434 89561517 84 + 84
14517 ENSG00000178773.14 chr16 89575768 89597246 21479 + 21479
6401 ENSG00000131165.14 chr16 89644431 89657801 13371 - 13371
12081 ENSG00000167523.13 chr16 89657846 89671272 13427 + 13427
15931 ENSG00000185324.21 chr16 89680737 89696342 15606 + 15606
10239 ENSG00000158792.15 chr16 89696365 89701705 5341 - 5341
1304 ENSG00000075399.13 chr16 89707134 89720984 13851 - 13851
46127 ENSG00000261373.1 chr16 89711856 89718165 6310 + 6310
10242 ENSG00000158805.11 chr16 89720400 89740903 20504 + 20504
16502 ENSG00000187741.14 chr16 89737549 89816657 79109 - 79109
20025 ENSG00000204991.10 chr16 89818179 89871319 53141 + 53141
8034 ENSG00000141002.19 chr16 89873570 89913417 39848 + 39848
44271 ENSG00000258839.3 chr16 89913628 89920977 7350 + 7350
44359 ENSG00000258947.6 chr16 89921392 89938761 17370 + 17370
8033 ENSG00000140995.16 chr16 89947925 89968060 20136 + 20136
14365 ENSG00000177946.5 chr16 89970932 89971785 854 - 854
24891 ENSG00000223959.8 chr16 89972586 90000668 28083 + 28083
38 ENSG00000003249.13 chr16 90004865 90020043 15179 - 15179
8036 ENSG00000141013.16 chr16 90019629 90044975 25347 + 25347
45541 ENSG00000260528.4 chr16 90102271 90178344 76074 + 76074
45525 ENSG00000260507.1 chr16 90105095 90106158 1064 - 1064
45975 ENSG00000261172.1 chr16 90110574 90168225 57652 - 57652
45806 ENSG00000260923.6 chr16 90173217 90222678 49462 + 49462
53268 ENSG00000277349.1 chr16 90174062 90175865 1804 - 1804
55090 ENSG00000280279.1 chr17 64099 76866 12768 - 12768
51106 ENSG00000272636.3 chr17 142789 181636 38848 - 38848
